NAICS_CODE,PRIMARY_INDICATOR,SOURCE_OF_DATA,CODE_DESCRIPTION,PGM_SYS_ACRNM,REGISTRY_ID,LOCATION_ADDRESS,CITY_NAME,COUNTY_NAME,FIPS_CODE,STATE_CODE,STATE_NAME,COUNTRY_NAME,POSTAL_CODE,EPA_REGION_CODE,INTEREST_STATUS_CODE,LOCATION_DESCRIPTION,STD_LOC_ADDRESS,STD_HOUSE_NUMBER,STD_STREET_NAME,STD_PREFIX,STD_SUFFIX,STD_STYPE_BEFORE,STD_STYPE_AFTER,STD_POSTAL_CODE,STD_STATE_CODE,STD_CITY_NAME,STD_COUNTY_NAME,STD_COUNTY_FIPS,LATITUDE,LONGITUDE,HDATUM_DESC,COLLECT_DESC,REF_POINT_DESC,SOURCE_DESC,SCALE,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110021315897,196 MAIN STREET,HALF MOON BAY,SAN MATEO,6081,CA,CALIFORNIA,USA,94019,9,A,,196 MAIN ST,196,MAIN ST,,,,ST,94019,CA,HALF MOON BAY,SAN MATEO,6081,37.468,-122.430183,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110021273584,1940 NORTH VALENCIA AVENUE,BREA,ORANGE,6059,CA,CALIFORNIA,USA,92823,9,A,,1940 VALENCIA AVE,1940,VALENCIA AVE,,,,AVE,92823,CA,BREA,ORANGE,6059,33.920644,-117.847506,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110021363825,265 N FRONT STREET,RIO VISTA,SOLANO,6095,CA,CALIFORNIA,USA,94571,9,A,,265 N FRONT ST,265,N FRONT ST,N,,,ST,94571,CA,RIO VISTA,SOLANO,6095,38.159201,-121.688249,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110021323726,41080 TRIMBOLI AVE,FREMONT,ALAMEDA,6001,CA,CALIFORNIA,USA,94538-4833,9,A,,41080 TRIMBOLI WAY,41080,TRIMBOLI WAY,,,,WAY,94538,CA,FREMONT,ALAMEDA,6001,37.531337,-121.960909,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110021336179,1024 MAIN STREET,PLEASANTON,ALAMEDA,6001,CA,CALIFORNIA,USA,94566,9,A,,1024 MAIN ST,1024,MAIN ST,,,,ST,94566,CA,PLEASANTON,ALAMEDA,6001,37.666341,-121.873565,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110021273860,790 N SAN MATEO DRIVE,SAN MATEO,SAN MATEO,6081,CA,CALIFORNIA,USA,94401-2224,9,A,,790 N SAN MATEO DR,790,N SAN MATEO DR,N,,,DR,94401,CA,SAN MATEO,SAN MATEO,6081,37.5759,-122.33671,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,PDS,MATERIALS RECOVERY FACILITIES.,PDS,110011402883,200 N W 4TH ST,BRYANT,SALINE,5125,AR,ARKANSAS,USA,72022-3424,6,A,,,,,,,,,72022,AR,BRYANT,SALINE,5125,34.59808,-92.490089,NAD83,UNKNOWN,,,,,,,
562920,SECONDARY,TX-TCEQ ACR,MATERIALS RECOVERY FACILITIES.,TX-TCEQ ACR,110024869258,3920 GATTIS SCHOOL RD STE 112,ROUND ROCK,WILLIAMSON,48491,TX,TEXAS,USA,78664,6,A,,3920 GATTIS SCHOOL RD,3920,GATTIS SCHOOL RD,,,,RD,78664,TX,ROUND ROCK,WILLIAMSON,48491,30.49712,-97.60863,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110000600920,HIGHWAY 95,BEATTY,NYE,32023,NV,NEVADA,USA,89003,9,A,,E HWY 95 N,,E HWY 95 N,E,,,,89003,NV,BEATTY,NYE,32023,36.91244,-116.75428,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110023076428,RTE 27,EPPING,ROCKINGHAM,33015,NH,NEW HAMPSHIRE,USA,3042,1,A,,PLEASANT ST,,PLEASANT ST,,,,ST,3042,NH,EPPING,ROCKINGHAM,33015,43.027778,-71.0325,NAD83,,,,,,,,
562920,PRIMARY,RCRAINFO,MATERIALS RECOVERY FACILITIES.,RCRAINFO,110001412524,1811 DILLINGHAM BOULEVARD,HONOLULU,HONOLULU,15003,HI,HAWAII,USA,96819-4020,9,A,,1811 DILLINGHAM BLVD,1811,DILLINGHAM BLVD,,,,BLVD,96819,HI,HONOLULU,HONOLULU,15003,21.32777,-157.88053,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110019007634,350 CRAZY HORSE RD,SALINAS,MONTEREY,6053,CA,CALIFORNIA,USA,939070000,9,A,,350 CRAZY HORSE CANYON RD,350,CRAZY HORSE CANYON RD,,,,RD,93907,CA,SALINAS,MONTEREY,6053,36.80088,-121.61549,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,FDM,MATERIALS RECOVERY FACILITIES.,FDM,110037314830,5701 CARDER RD,ORLANDO,ORANGE,12095,FL,FLORIDA,USA,328104742,4,A,,5701 CARDER RD,5701,CARDER RD,,,,RD,32810,FL,ORLANDO,ORANGE,12095,28.61017,-81.41898,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,SECONDARY,TX-TCEQ ACR,MATERIALS RECOVERY FACILITIES.,TX-TCEQ ACR,110035027379,827 W HIGHWAY 6,ALVIN,BRAZORIA,48039,TX,TEXAS,USA,77511,6,A,,827 W HIGHWAY 6,827,W HIGHWAY 6,W,,,,77511,TX,ALVIN,BRAZORIA,48039,29.43138,-95.2509,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110037743797,14100-14400 GILLIHAN LOOP RD,PORTLAND,MULTNOMAH,41051,OR,OREGON,USA,97231,10,A,,,,,,,,,97231,OR,PORTLAND,MULTNOMAH,41051,45.6261,-122.8074,NAD83,INTERPOLATION - DIGITAL MAP SRCE (TIGER),,,,,,,
562920,PRIMARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110037738945,SEC 24, T38S, R34E,FIELDS,HARNEY,41025,OR,OREGON,USA,97710,10,A,,,,,,,,,97710,OR,FIELDS,HARNEY,41025,42.2628,-118.6669,NAD83,,,,,,
562920,PRIMARY,TRI REPORTING FORM,MATERIALS RECOVERY FACILITIES.,TRIS,110032747543,1 EAST PORTER ST,CARTERSVILLE,BARTOW,13015,GA,GEORGIA,USA,30120-2761,4,A,,1 E PORTER ST,1,E PORTER ST,E,,,ST,30120,GA,CARTERSVILLE,BARTOW,13015,34.17895,-84.80121,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110017973291,150 ROUNDTREE LANE (OFFICE ADDRESS),WATSONVILLE,SANTA CRUZ,6087,CA,CALIFORNIA,USA,95076-9426,9,A,,150 ROUNTREE LN,150,ROUNTREE LN,,,,LN,95076,CA,WATSONVILLE,SANTA CRUZ,6087,36.914584,-121.809663,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,TRI REPORTING FORM,MATERIALS RECOVERY FACILITIES.,TRIS,110031020188,2300 S HWY 97,SAND SPRINGS,TULSA,40143,OK,OKLAHOMA,USA,74063-6554,6,A,,2300 S HIGHWAY 97,2300,S HIGHWAY 97,S,,,,74063,OK,SAND SPRINGS,TULSA,40143,36.13307,-96.11594,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,TRI REPORTING FORM,MATERIALS RECOVERY FACILITIES.,TRIS,110031018949,12459 ARROW RTE,RANCHO CUCAMONGA,SAN BERNARDINO,6071,CA,CALIFORNIA,USA,91739,9,A,,ARROW RTE,,ARROW RTE,,,,,91739,CA,RANCHO CUCAMONGA,SAN BERNARDINO,6071,34.09909,-117.54578,NAD83,ADDRESS MATCHING-BLOCK FACE,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,UNKNOWN,MO-DNR,MATERIALS RECOVERY FACILITIES.,MO-DNR,110042758281,I-70 AND HWY 291,INDEPENDENCE,JACKSON,29095,MO,MISSOURI,USA,64058,7,A,,,,,,,,,64058,MO,INDEPENDENCE,JACKSON,29095,,,,,,,,,,,
562920,PRIMARY,ICIS,MATERIALS RECOVERY FACILITIES.,ICIS,110039155678,68TH STREET DUMP SUPERFUND SITE,BALTIMORE,BALTIMORE,,MD,MARYLAND,USA,21275,3,A,,68TH ST,,68TH ST,,,,ST,21237,MD,ROSEDALE,BALTIMORE,24005,39.31188,-76.51976,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110000618047,5155 SILVERTON ROAD NE,SALEM,MARION,41047,OR,OREGON,USA,97305-3802,10,A,,5155 SILVERTON RD NE,5155,SILVERTON RD NE,,,,RD,97305,OR,SALEM,MARION,41047,44.97283,-122.9564,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110002368857,1339 NW EASTWOOD AVE,GRESHAM,MULTNOMAH,41051,OR,OREGON,USA,97030,10,A,,1339 NW EASTWOOD AVE,1339,NW EASTWOOD AVE,NW,,,AVE,97030,OR,GRESHAM,MULTNOMAH,41051,45.505744,-122.462758,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014167711,NORTH OF SWAN ISLAND,PORTLAND,MULTNOMAH,41051,OR,OREGON,USA,97203,10,A, ,,,,,,,,97203,OR,PORTLAND,MULTNOMAH,41051,45.5702,-122.7047,NAD83,ADDRESS MATCHING-OTHER,,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014199928,5828 N VAN HOUTEN PL,PORTLAND,MULTNOMAH,41051,OR,OREGON,USA,97203,10,A, ,5828 N VAN HOUTEN PL,5828,N VAN HOUTEN PL,N,,,PL,97203,OR,PORTLAND,MULTNOMAH,41051,45.575817,-122.733342,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014176738,RIVERBEND RD,MCMINNVILLE,YAMHILL,41071,OR,OREGON,USA,97128,10,A, ,SW RIVER BEND RD,,SW RIVER BEND RD,SW,,,RD,97128,OR,MCMINNVILLE,YAMHILL,41071,45.1536,-123.2444,NAD83,ADDRESS MATCHING-OTHER,,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110037769858,22S/10E/S13,LA PINE,DESCHUTES,41017,OR,OREGON,USA,97739,10,A,,,,,,,,,97739,OR,LA PINE,DESCHUTES,41017,43.6655,-121.4786,NAD83,,,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110034185799,SECOND ST. & FOX HILL RD., SEC36,T02S,R37E,LA GRANDE,UNION,41061,OR,OREGON,USA,97850,10,A,THE FACILITY CAN BE ACCESSED VIA THE  HIGHWAY,2ND ST,,2ND ST,,,,ST,97850,OR,LA GRANDE,UNION,41061,45.3493,-118.1163,NAD83,INTERPOLATION - DIGITAL MAP SRCE (TIGER),,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014216491,SEC 19, T21S, R38E,JUNTURA,MALHEUR,41045,OR,OREGON,USA,97911,10,A, ,,,,,,,,97911,OR,JUNTURA,MALHEUR,41045,43.7423,-118.0991,NAD83,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110037705463,1N/32E/S27,PILOT ROCK,UMATILLA,41059,OR,OREGON,USA,97868,10,A,,,,,,,,,97868,OR,PILOT ROCK,UMATILLA,41059,45.5351,-118.8025,NAD83,,,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014200701,CEMETERY RD,MANZANITA,TILLAMOOK,41057,OR,OREGON,USA,97130,10,A, ,,,,,,,,97130,OR,MANZANITA,TILLAMOOK,41057,45.7112,-123.9263,NAD83,,,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110021083129,1100 POTRERO AVENUE,SAN FRANCISCO,SAN FRANCISCO,6075,CA,CALIFORNIA,USA,94110-3521,9,A,,1100 POTRERO AVE,1100,POTRERO AVE,,,,AVE,94110,CA,SAN FRANCISCO,SAN FRANCISCO,6075,37.75443,-122.40646,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110021275458,200 MORRIS STREET,SEBASTOPOL,SONOMA,6097,CA,CALIFORNIA,USA,95472-3801,9,A,,200 MORRIS ST,200,MORRIS ST,,,,ST,95472,CA,SEBASTOPOL,SONOMA,6097,38.40477,-122.81952,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110013823853,8353 MIRAMAR PL,SAN DIEGO,SAN DIEGO,6073,CA,CALIFORNIA,USA,92121-0,9,A,,8353 MIRAMAR PL,8353,MIRAMAR PL,,,,PL,92121,CA,SAN DIEGO,SAN DIEGO,6073,32.87894,-117.17846,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110010462294,BLOOMFIELD RD & HIGHWAY 152  ,GILROY,SANTA CLARA,6085,CA,CALIFORNIA,USA,95021,9,A,,,,,,,,,95021,CA,GILROY,SANTA CLARA,6085,36.99323,-121.484,NAD83,UNKNOWN,FACILITY CENTROID,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110021341396,1088 MARINA BOULEVARD,SAN LEANDRO,ALAMEDA,6001,CA,CALIFORNIA,USA,94577-3437,9,A,,1088 MARINA BLVD,1088,MARINA BLVD,,,,BLVD,94577,CA,SAN LEANDRO,ALAMEDA,6001,37.71256,-122.16178,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110012710290,3474 ATLANTIC LANE,WAVERLY,SUSSEX,51183,VA,VIRGINIA,USA,23890-3726,3,A,,3474 ATLANTIC LN,3474,ATLANTIC LN,,,,LN,23890,VA,WAVERLY,SUSSEX,51183,37.061279,-77.177106,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,NJ-NJEMS,MATERIALS RECOVERY FACILITIES.,NJ-NJEMS,110046113308,289 MALTESE DR,TOTOWA BORO,PASSAIC,34031,NJ,NEW JERSEY,USA,7512,2,A,,289 MALTESE DR,289,MALTESE DR,,,,DR,7512,NJ,TOTOWA,PASSAIC,34031,40.902138,-74.245695,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110041376926,TUBE CITY IMS-CLE,CUYAHOGA HEIGHTS,CUYAHOGA,39035,OH,OHIO,USA,44125,5,A,,,,,,,,,44125,OH,CLEVELAND,CUYAHOGA,39035,41.44417,-81.66333,NAD83,,FACILITY CENTROID,,,,,,
562920,SECONDARY,RCRAINFO,MATERIALS RECOVERY FACILITIES.,RCRAINFO,110002966194,4355 KEARNEY ST,DENVER,DENVER,8031,CO,COLORADO,USA,80217,8,A,,4355 KEARNEY ST,4355,KEARNEY ST,,,,ST,80216,CO,DENVER,DENVER,8031,39.77724,-104.91759,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,AIR,MATERIALS RECOVERY FACILITIES.,AIR,110013961089,11950 LOPEZ CANYON RD,LAKE VIEW TERRACE,LOS ANGELES,6037,CA,CALIFORNIA,USA,91342,9,A,,11950 LOPEZ CANYON RD,11950,LOPEZ CANYON RD,,,,RD,91342,CA,SYLMAR,LOS ANGELES,6037,34.28842,-118.40075,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110028022903,505 6TH AVENUE NORTH,MINNEAPOLIS,HENNEPIN,27053,MN,MINNESOTA,USA,55405-1503,5,A,,505 6TH AVE N,505,6TH AVE N,,,,AVE,55405,MN,MINNEAPOLIS,HENNEPIN,27053,44.9844,-93.2787,NAD83,,FACILITY CENTROID,,,,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110009451985,85 RIVER ROAD,BOW,MERRIMACK,33013,NH,NEW HAMPSHIRE,USA,03304-3331,1,A,,85 RIVER RD,85,RIVER RD,,,,RD,3304,NH,BOW,MERRIMACK,33013,43.13982,-71.47496,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,MD-TEMPO,MATERIALS RECOVERY FACILITIES.,MD-TEMPO,110001310536,6931 BALTIMORE ANNAPOLIS BOULEVARD,BROOKLYN,BALTIMORE,24005,MD,MARYLAND,USA,21225,3,A,,6931 BALTIMORE ANNAPOLIS BLVD,6931,BALTIMORE ANNAPOLIS BLVD,,,,BLVD,21225,MD,BROOKLYN,BALTIMORE,24510,39.2134,-76.64291,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,UNKNOWN,HI-EHW,MATERIALS RECOVERY FACILITIES.,HI-EHW,110028077042,74-577 HONOKOHAU STREET,KAILUA-KONA,HAWAII,15001,HI,HAWAII,USA,96740-2720,9,A,,74 HONOKOHAU ST,74,HONOKOHAU ST,,,,ST,96740,HI,KAILUA KONA,HAWAII,15001,19.673955,-156.014061,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,UNKNOWN,WI-ESR,MATERIALS RECOVERY FACILITIES.,WI-ESR,110000416522,N59W14765 BOBOLINK AVE,MENOMONEE FALLS,WAUKESHA,55133,WI,WISCONSIN,USA,53051,5,A,,59 BOBOLINK AVE,59,BOBOLINK AVE,,,,AVE,53051,WI,MENOMONEE FALLS,WAUKESHA,55133,43.125222,-88.091778,NAD83,INTERPOLATION - DIGITAL MAP SRCE (TIGER),ADMINISTRATIVE BUILDING,,,,,,
562920,UNKNOWN,KS-FP,MATERIALS RECOVERY FACILITIES.,KS-FP,110001242085,861 SOUTH 66TH TERRACE UNIT A,KANSAS CITY,WYANDOTTE,20209,KS,KANSAS,USA,66111-2361,7,A,,861 S 66TH TER,861,S 66TH TER,S,,,TER,66111,KS,KANSAS CITY,WYANDOTTE,20209,39.08296,-94.73226,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,FDM,MATERIALS RECOVERY FACILITIES.,FDM,110033157866,1500 INDEPENDENCE BLVD STE 260,SARASOTA,SARASOTA,12115,FL,FLORIDA,USA,342342172,4,A,,1500 INDEPENDENCE BLVD,1500,INDEPENDENCE BLVD,,,,BLVD,34234,FL,SARASOTA,SARASOTA,12115,27.370784,-82.541161,NAD83,INTERPOLATION-PHOTO,CENTER OF A FACILITY OR STATION,,24000,,,,
562920,PRIMARY,FDM,MATERIALS RECOVERY FACILITIES.,FDM,110012525570,1940 NW 67TH PLACE,GAINESVILLE,ALACHUA,12001,FL,FLORIDA,USA,32653-1649,4,A,,1940 NW 67TH PL,1940,NW 67TH PL,NW,,,PL,32653,FL,GAINESVILLE,ALACHUA,12001,29.719234,-82.351116,NAD83,,,,,,,,
562920,PRIMARY,FDM,MATERIALS RECOVERY FACILITIES.,FDM,110000872333,1640 TALLEYRAND AVENUE,JACKSONVILLE,DUVAL,12031,FL,FLORIDA,USA,32206-5485,4,A,,1640 TALLEYRAND AVE,1640,TALLEYRAND AVE,,,,AVE,32206,FL,JACKSONVILLE,DUVAL,12031,30.343674,-81.628953,NAD83,INTERPOLATION-PHOTO,CENTER OF A FACILITY OR STATION,,901,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110037760223,HAT POINT RD,IMNAHA,WALLOWA,41063,OR,OREGON,USA,97842,10,A,,LITTLE SHEEP CREEK HWY,,LITTLE SHEEP CREEK HWY,,,,HWY,97842,OR,IMNAHA,WALLOWA,41063,45.55939,-116.83305,NAD83,ADDRESS MATCHING-STREET CENTERLINE,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110013978026,30 MI E OF BURNS, SEC10,T25S,R,CRANE,HARNEY,41025,OR,OREGON,USA,97732,10,A,,,,,,,,,97732,OR,CRANE,HARNEY,41025,43.019779,-119.067662,NAD83,INTERPOLATION-OTHER,FACILITY CENTROID,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110018498188,7272 SW DURHAM RD STE 100,PORTLAND,WASHINGTON,41067,OR,OREGON,USA,97224-7593,10,A,EARTH PROTECTION SERVICES INC,7272 SW DURHAM RD,7272,SW DURHAM RD,SW,,,RD,97224,OR,PORTLAND,WASHINGTON,41067,45.39987,-122.75129,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,RCRAINFO,MATERIALS RECOVERY FACILITIES.,RCRAINFO,110044968229,8470 NW 68TH ST LOT B,MIAMI,DADE,12025,FL,,USA,331662661,4,A,,8470 NW 68TH ST,8470,NW 68TH ST,NW,,,ST,33166,FL,MIAMI,MIAMI-DADE,12086,25.83526,-80.33548,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110037743653,DAY ISLAND RD,EUGENE,LANE,41039,OR,OREGON,USA,97401,10,A,,DAY ISLAND RD,,DAY ISLAND RD,,,,RD,97401,OR,EUGENE,LANE,41039,44.0492,-123.0558,NAD83,,,,,,,,
562920,PRIMARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110004773139,5601 NE COLUMBIA BLVD,PORTLAND,MULTNOMAH,41051,OR,OREGON,USA,97218,10,A,,5601 NE COLUMBIA BLVD,5601,NE COLUMBIA BLVD,NE,,,BLVD,97218,OR,PORTLAND,MULTNOMAH,41051,45.56943,-122.60499,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110043790172,376 ROSEBURG LANDFILL ROAD,ROSEBURG,DOUGLAS,41019,OR,OREGON,USA,97470,10,A,,ROSEBURG LANDFILL RD,,ROSEBURG LANDFILL RD,,,,RD,97471,OR,ROSEBURG,DOUGLAS,41019,43.1863,-123.3791,NAD83,INTERPOLATION-MAP,,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110013896686,870 E 15TH ST,UPLAND,SAN BERNARDINO,6071,CA,CALIFORNIA,USA,91786,9,A,,870 E 15TH ST,870,E 15TH ST,E,,,ST,91786,CA,UPLAND,SAN BERNARDINO,6071,34.11799,-117.640214,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110002785059,1901 NORTH SEPULVEDA BOULEVARD,LOS ANGELES,LOS ANGELES,6037,CA,CALIFORNIA,USA,90049-6843,9,A,,1901 N SEPULVEDA BLVD,1901,N SEPULVEDA BLVD,N,,,BLVD,90049,CA,LOS ANGELES,LOS ANGELES,6037,34.10422,-118.47799,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014173116,T3S/R2W/SECTION 23,NEWBERG,YAMHILL,41071,OR,OREGON,USA,97132,10,A, ,,,,,,,,97132,OR,NEWBERG,YAMHILL,41071,45.3016,-122.8942,NAD83,,,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014159668,ARCADIA AVE,NYSSA,MALHEUR,41045,OR,OREGON,USA,97913,10,A, ,ARCADIA BLVD,,ARCADIA BLVD,,,,BLVD,97913,OR,NYSSA,MALHEUR,41045,43.9035,-116.9954,NAD83,,,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110014014459,1060 SO 5TH STREET,SAN JOSE,SANTA CLARA,6085,CA,CALIFORNIA,USA,95112-6700,9,A,,,,,,,,,95112,CA,SAN JOSE,SANTA CLARA,6085,37.32146,-121.87376,NAD83,UNKNOWN,FACILITY CENTROID,,,,,,
562920,PRIMARY,ICIS,MATERIALS RECOVERY FACILITIES.,ICIS,110020684641,26319 OLD TRAIL RD ST RTE 879,ABINGDON,WASHINGTON,51191,VA,VIRGINIA,USA,24210,3,A,,26319 OLD TRAIL RD,26319,OLD TRAIL RD,,,,RD,24210,VA,ABINGDON,WASHINGTON,51191,36.7375,-81.90265,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
